jurisdiction,sex,age,month,year,time_frame,dataset,population,count_alldrug,count_opioid,count_fentanyl,count_heroin,count_stimulant,count_cocaine,count_methamphetamine,count_benzodiazepine,rate_alldrug,rate_opioid,rate_fentanyl,rate_heroin,rate_stimulant,rate_cocaine,rate_methamphetamine,rate_benzodiazepine
US,M,25-34,12,2021,monthly,HOSP,18985174,950,479,139,163,255,132,NA,93,5.0,2.5,0.7,0.9,1.3,0.7,NA,0.5
US,M,25-34,all,2021,annual,HOSP,18985174,13137,6184,1507,2312,4041,1687,NA,1296,69.2,32.6,7.9,12.2,21.3,8.9,NA,6.8
US,M,35-54,1,2021,monthly,HOSP,34625330,1761,638,100,242,638,301,NA,145,5.1,1.8,0.3,0.7,1.8,0.9,NA,0.4
US,M,35-54,2,2021,monthly,HOSP,34625330,1798,672,111,236,630,288,NA,166,5.2,1.9,0.3,0.7,1.8,0.8,NA,0.5
US,M,35-54,3,2021,monthly,HOSP,34625330,2230,845,147,312,870,419,NA,205,6.4,2.4,0.4,0.9,2.5,1.2,NA,0.6
US,M,35-54,4,2021,monthly,HOSP,34625330,2217,848,141,286,872,444,NA,195,6.4,2.4,0.4,0.8,2.5,1.3,NA,0.6
US,M,35-54,5,2021,monthly,HOSP,34625330,2206,868,163,268,877,429,NA,186,6.4,2.5,0.5,0.8,2.5,1.2,NA,0.5
US,M,35-54,6,2021,monthly,HOSP,34625330,2272,894,172,290,889,438,NA,168,6.6,2.6,0.5,0.8,2.6,1.3,NA,0.5
US,M,35-54,7,2021,monthly,HOSP,34625330,2243,903,165,292,860,415,NA,189,6.5,2.6,0.5,0.8,2.5,1.2,NA,0.5
US,M,35-54,8,2021,monthly,HOSP,34625330,2062,802,176,251,788,396,NA,156,6.0,2.3,0.5,0.7,2.3,1.1,NA,0.5
US,M,35-54,9,2021,monthly,HOSP,34625330,1874,747,149,239,688,363,NA,138,5.4,2.2,0.4,0.7,2.0,1.0,NA,0.4
US,M,35-54,10,2021,monthly,HOSP,34625330,1922,774,170,225,734,382,NA,135,5.6,2.2,0.5,0.6,2.1,1.1,NA,0.4
US,M,35-54,11,2021,monthly,HOSP,34625330,1810,716,152,208,675,361,NA,130,5.2,2.1,0.4,0.6,1.9,1.0,NA,0.4
US,M,35-54,12,2021,monthly,HOSP,34625330,1896,792,176,226,665,336,NA,132,5.5,2.3,0.5,0.7,1.9,1.0,NA,0.4
US,M,35-54,all,2021,annual,HOSP,34625330,24291,9499,1822,3075,9186,4572,NA,1945,70.2,27.4,5.3,8.9,26.5,13.2,NA,5.6
US,M,55+,1,2021,monthly,HOSP,37410064,2071,695,52,124,423,280,NA,190,5.5,1.9,0.1,0.3,1.1,0.7,NA,0.5
US,M,55+,2,2021,monthly,HOSP,37410064,2144,715,44,139,512,319,NA,176,5.7,1.9,0.1,0.4,1.4,0.9,NA,0.5
US,M,55+,3,2021,monthly,HOSP,37410064,2545,877,69,176,606,429,NA,222,6.8,2.3,0.2,0.5,1.6,1.1,NA,0.6
US,M,55+,4,2021,monthly,HOSP,37410064,2573,919,84,211,621,435,NA,226,6.9,2.5,0.2,0.6,1.7,1.2,NA,0.6
US,M,55+,5,2021,monthly,HOSP,37410064,2573,916,85,175,635,410,NA,232,6.9,2.4,0.2,0.5,1.7,1.1,NA,0.6
US,M,55+,6,2021,monthly,HOSP,37410064,2623,933,93,209,677,455,NA,197,7.0,2.5,0.2,0.6,1.8,1.2,NA,0.5
US,M,55+,7,2021,monthly,HOSP,37410064,2507,889,87,189,655,421,NA,214,6.7,2.4,0.2,0.5,1.8,1.1,NA,0.6
US,M,55+,8,2021,monthly,HOSP,37410064,2313,857,89,178,566,375,NA,187,6.2,2.3,0.2,0.5,1.5,1.0,NA,0.5
US,M,55+,9,2021,monthly,HOSP,37410064,2280,817,67,190,558,381,NA,180,6.1,2.2,0.2,0.5,1.5,1.0,NA,0.5
US,M,55+,10,2021,monthly,HOSP,37410064,2330,851,90,157,585,395,NA,175,6.2,2.3,0.2,0.4,1.6,1.1,NA,0.5
US,M,55+,11,2021,monthly,HOSP,37410064,2182,780,85,133,529,362,NA,158,5.8,2.1,0.2,0.4,1.4,1.0,NA,0.4
US,M,55+,12,2021,monthly,HOSP,37410064,2231,798,94,163,576,384,NA,188,6.0,2.1,0.3,0.4,1.5,1.0,NA,0.5
US,M,55+,all,2021,annual,HOSP,37410064,28372,10047,939,2044,6943,4646,NA,2345,75.8,26.9,2.5,5.5,18.6,12.4,NA,6.3
US,F,0-14,1,2022,monthly,HOSP,24156834,225,29,10,suppressed,20,suppressed,NA,suppressed,0.9,0.1,suppressed,suppressed,0.1,suppressed,NA,suppressed
US,F,0-14,2,2022,monthly,HOSP,24156834,208,23,suppressed,0,15,suppressed,NA,suppressed,0.9,0.1,suppressed,0.0,suppressed,suppressed,NA,suppressed
US,F,0-14,3,2022,monthly,HOSP,24156834,242,24,suppressed,suppressed,20,suppressed,NA,suppressed,1.0,0.1,suppressed,suppressed,0.1,suppressed,NA,suppressed
US,F,0-14,4,2022,monthly,HOSP,24156834,224,34,14,0,24,suppressed,NA,suppressed,0.9,0.1,suppressed,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,5,2022,monthly,HOSP,24156834,245,36,11,0,19,suppressed,NA,suppressed,1.0,0.1,suppressed,0.0,suppressed,suppressed,NA,suppressed
US,F,0-14,6,2022,monthly,HOSP,24156834,216,30,13,0,22,suppressed,NA,suppressed,0.9,0.1,suppressed,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,7,2022,monthly,HOSP,24156834,227,33,11,suppressed,35,suppressed,NA,suppressed,0.9,0.1,suppressed,suppressed,0.1,suppressed,NA,suppressed
US,F,0-14,8,2022,monthly,HOSP,24156834,243,31,14,0,27,suppressed,NA,10,1.0,0.1,suppressed,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,9,2022,monthly,HOSP,24156834,232,31,14,0,26,12,NA,suppressed,1.0,0.1,suppressed,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,10,2022,monthly,HOSP,24156834,229,24,suppressed,0,15,suppressed,suppressed,suppressed,0.9,0.1,suppressed,0.0,suppressed,suppressed,suppressed,suppressed
US,F,0-14,11,2022,monthly,HOSP,24156834,187,31,15,0,15,suppressed,suppressed,suppressed,0.8,0.1,suppressed,0.0,suppressed,suppressed,suppressed,suppressed
US,F,0-14,12,2022,monthly,HOSP,24156834,190,30,20,0,suppressed,suppressed,suppressed,suppressed,0.8,0.1,0.1,0.0,suppressed,suppressed,suppressed,suppressed
US,F,0-14,all,2022,annual,HOSP,24156834,2668,356,142,suppressed,246,76,NA,75,11.0,1.5,0.6,suppressed,1.0,0.3,NA,0.3
US,F,15-24,1,2022,monthly,HOSP,17446820,356,91,31,18,45,19,NA,34,2.0,0.5,0.2,suppressed,0.3,suppressed,NA,0.2
US,F,15-24,2,2022,monthly,HOSP,17446820,359,85,32,13,56,24,NA,35,2.1,0.5,0.2,suppressed,0.3,0.1,NA,0.2
US,F,15-24,3,2022,monthly,HOSP,17446820,379,96,26,15,44,20,NA,49,2.2,0.6,0.1,suppressed,0.3,0.1,NA,0.3
US,F,15-24,4,2022,monthly,HOSP,17446820,338,91,46,suppressed,56,29,NA,38,1.9,0.5,0.3,suppressed,0.3,0.2,NA,0.2
US,F,15-24,5,2022,monthly,HOSP,17446820,353,105,44,15,56,27,NA,30,2.0,0.6,0.3,suppressed,0.3,0.2,NA,0.2
US,F,15-24,6,2022,monthly,HOSP,17446820,328,86,26,15,54,25,NA,31,1.9,0.5,0.1,suppressed,0.3,0.1,NA,0.2
US,F,15-24,7,2022,monthly,HOSP,17446820,365,96,32,14,66,35,NA,28,2.1,0.6,0.2,suppressed,0.4,0.2,NA,0.2
US,F,15-24,8,2022,monthly,HOSP,17446820,384,111,42,11,66,39,NA,28,2.2,0.6,0.2,suppressed,0.4,0.2,NA,0.2
US,F,15-24,9,2022,monthly,HOSP,17446820,362,96,44,suppressed,38,16,NA,32,2.1,0.6,0.3,suppressed,0.2,suppressed,NA,0.2
US,F,15-24,10,2022,monthly,HOSP,17446820,340,87,37,16,49,25,12,26,1.9,0.5,0.2,suppressed,0.3,0.1,suppressed,0.1
US,F,15-24,11,2022,monthly,HOSP,17446820,325,83,35,13,36,20,suppressed,25,1.9,0.5,0.2,suppressed,0.2,0.1,suppressed,0.1
US,F,15-24,12,2022,monthly,HOSP,17446820,351,89,42,suppressed,46,23,13,37,2.0,0.5,0.2,suppressed,0.3,0.1,suppressed,0.2
US,F,15-24,all,2022,annual,HOSP,17446820,4240,1116,437,150,612,302,NA,393,24.3,6.4,2.5,0.9,3.5,1.7,NA,2.3
US,F,25-34,1,2022,monthly,HOSP,18549761,470,195,55,58,114,52,NA,46,2.5,1.1,0.3,0.3,0.6,0.3,NA,0.2
US,F,25-34,2,2022,monthly,HOSP,18549761,479,176,51,56,150,75,NA,54,2.6,0.9,0.3,0.3,0.8,0.4,NA,0.3
US,F,25-34,3,2022,monthly,HOSP,18549761,607,241,67,61,162,73,NA,66,3.3,1.3,0.4,0.3,0.9,0.4,NA,0.4
US,F,25-34,4,2022,monthly,HOSP,18549761,552,213,68,59,157,82,NA,48,3.0,1.1,0.4,0.3,0.8,0.4,NA,0.3
US,F,25-34,5,2022,monthly,HOSP,18549761,574,220,69,55,175,84,NA,62,3.1,1.2,0.4,0.3,0.9,0.5,NA,0.3
US,F,25-34,6,2022,monthly,HOSP,18549761,583,252,71,65,164,79,NA,64,3.1,1.4,0.4,0.4,0.9,0.4,NA,0.3
US,F,25-34,7,2022,monthly,HOSP,18549761,591,246,92,54,172,65,NA,53,3.2,1.3,0.5,0.3,0.9,0.4,NA,0.3
US,F,25-34,8,2022,monthly,HOSP,18549761,605,242,74,62,172,89,NA,52,3.3,1.3,0.4,0.3,0.9,0.5,NA,0.3
US,F,25-34,9,2022,monthly,HOSP,18549761,604,236,93,42,168,88,NA,51,3.3,1.3,0.5,0.2,0.9,0.5,NA,0.3
US,F,25-34,10,2022,monthly,HOSP,18549761,573,228,77,48,131,52,40,60,3.1,1.2,0.4,0.3,0.7,0.3,0.2,0.3
US,F,25-34,11,2022,monthly,HOSP,18549761,518,210,79,55,137,57,48,47,2.8,1.1,0.4,0.3,0.7,0.3,0.3,0.3
US,F,25-34,12,2022,monthly,HOSP,18549761,545,227,85,53,142,68,30,62,2.9,1.2,0.5,0.3,0.8,0.4,0.2,0.3
US,F,25-34,all,2022,annual,HOSP,18549761,6701,2686,881,668,1844,864,NA,665,36.1,14.5,4.7,3.6,9.9,4.7,NA,3.6
US,F,35-54,1,2022,monthly,HOSP,34561774,1115,355,59,72,309,155,NA,115,3.2,1.0,0.2,0.2,0.9,0.4,NA,0.3
US,F,35-54,2,2022,monthly,HOSP,34561774,1134,396,61,92,317,161,NA,111,3.3,1.1,0.2,0.3,0.9,0.5,NA,0.3
US,F,35-54,3,2022,monthly,HOSP,34561774,1480,549,94,109,414,216,NA,161,4.3,1.6,0.3,0.3,1.2,0.6,NA,0.5
US,F,35-54,4,2022,monthly,HOSP,34561774,1432,508,98,92,399,195,NA,133,4.1,1.5,0.3,0.3,1.2,0.6,NA,0.4
US,F,35-54,5,2022,monthly,HOSP,34561774,1399,500,102,92,391,201,NA,128,4.0,1.4,0.3,0.3,1.1,0.6,NA,0.4
US,F,35-54,6,2022,monthly,HOSP,34561774,1391,492,99,77,434,224,NA,126,4.0,1.4,0.3,0.2,1.3,0.6,NA,0.4
US,F,35-54,7,2022,monthly,HOSP,34561774,1427,457,81,79,392,206,NA,150,4.1,1.3,0.2,0.2,1.1,0.6,NA,0.4
US,F,35-54,8,2022,monthly,HOSP,34561774,1410,500,111,79,395,205,NA,156,4.1,1.4,0.3,0.2,1.1,0.6,NA,0.5
US,F,35-54,9,2022,monthly,HOSP,34561774,1368,467,98,87,400,194,NA,124,4.0,1.4,0.3,0.3,1.2,0.6,NA,0.4
US,F,35-54,10,2022,monthly,HOSP,34561774,1342,490,114,104,391,204,96,133,3.9,1.4,0.3,0.3,1.1,0.6,0.3,0.4
US,F,35-54,11,2022,monthly,HOSP,34561774,1257,437,88,74,363,190,96,108,3.6,1.3,0.3,0.2,1.1,0.5,0.3,0.3
US,F,35-54,12,2022,monthly,HOSP,34561774,1315,441,107,76,341,187,86,119,3.8,1.3,0.3,0.2,1.0,0.5,0.2,0.3
US,F,35-54,all,2022,annual,HOSP,34561774,16070,5592,1112,1033,4546,2338,NA,1564,46.5,16.2,3.2,3.0,13.2,6.8,NA,4.5
US,F,55+,1,2022,monthly,HOSP,43126587,2113,743,51,50,253,155,NA,222,4.9,1.7,0.1,0.1,0.6,0.4,NA,0.5
US,F,55+,2,2022,monthly,HOSP,43126587,2112,755,62,55,284,182,NA,222,4.9,1.8,0.1,0.1,0.7,0.4,NA,0.5
US,F,55+,3,2022,monthly,HOSP,43126587,2496,896,67,63,347,258,NA,269,5.8,2.1,0.2,0.1,0.8,0.6,NA,0.6
US,F,55+,4,2022,monthly,HOSP,43126587,2236,776,60,57,269,184,NA,242,5.2,1.8,0.1,0.1,0.6,0.4,NA,0.6
US,F,55+,5,2022,monthly,HOSP,43126587,2444,884,74,74,319,216,NA,241,5.7,2.0,0.2,0.2,0.7,0.5,NA,0.6
US,F,55+,6,2022,monthly,HOSP,43126587,2413,922,64,66,306,219,NA,240,5.6,2.1,0.1,0.2,0.7,0.5,NA,0.6
US,F,55+,7,2022,monthly,HOSP,43126587,2308,855,80,79,315,203,NA,233,5.4,2.0,0.2,0.2,0.7,0.5,NA,0.5
US,F,55+,8,2022,monthly,HOSP,43126587,2388,912,78,67,285,195,NA,251,5.5,2.1,0.2,0.2,0.7,0.5,NA,0.6
US,F,55+,9,2022,monthly,HOSP,43126587,2299,812,70,69,317,207,NA,225,5.3,1.9,0.2,0.2,0.7,0.5,NA,0.5
US,F,55+,10,2022,monthly,HOSP,43126587,2195,782,77,61,285,190,49,252,5.1,1.8,0.2,0.1,0.7,0.4,0.1,0.6
US,F,55+,11,2022,monthly,HOSP,43126587,2175,775,85,65,293,217,42,243,5.0,1.8,0.2,0.2,0.7,0.5,0.1,0.6
US,F,55+,12,2022,monthly,HOSP,43126587,2095,716,68,39,268,174,50,207,4.9,1.7,0.2,0.1,0.6,0.4,0.1,0.5
US,F,55+,all,2022,annual,HOSP,43126587,27274,9828,836,745,3541,2400,NA,2847,63.2,22.8,1.9,1.7,8.2,5.6,NA,6.6
US,M,0-14,1,2022,monthly,HOSP,25295960,150,18,13,0,17,0,NA,0,0.6,suppressed,suppressed,0.0,suppressed,0.0,NA,0.0
US,M,0-14,2,2022,monthly,HOSP,25295960,234,24,suppressed,suppressed,28,suppressed,NA,suppressed,0.9,0.1,suppressed,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,3,2022,monthly,HOSP,25295960,228,32,11,0,16,suppressed,NA,suppressed,0.9,0.1,suppressed,0.0,suppressed,suppressed,NA,suppressed
US,M,0-14,4,2022,monthly,HOSP,25295960,227,45,10,suppressed,25,suppressed,NA,suppressed,0.9,0.2,suppressed,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,5,2022,monthly,HOSP,25295960,260,28,14,0,30,suppressed,NA,suppressed,1.0,0.1,suppressed,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,6,2022,monthly,HOSP,25295960,218,35,14,suppressed,22,suppressed,NA,suppressed,0.9,0.1,suppressed,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,7,2022,monthly,HOSP,25295960,219,42,14,suppressed,28,suppressed,NA,suppressed,0.9,0.2,suppressed,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,8,2022,monthly,HOSP,25295960,241,44,22,0,26,suppressed,NA,suppressed,1.0,0.2,0.1,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,9,2022,monthly,HOSP,25295960,187,33,17,suppressed,23,suppressed,NA,suppressed,0.7,0.1,suppressed,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,10,2022,monthly,HOSP,25295960,230,41,19,suppressed,26,suppressed,suppressed,suppressed,0.9,0.2,suppressed,suppressed,0.1,suppressed,suppressed,suppressed
US,M,0-14,11,2022,monthly,HOSP,25295960,193,42,23,suppressed,13,suppressed,suppressed,suppressed,0.8,0.2,0.1,suppressed,suppressed,suppressed,suppressed,suppressed
US,M,0-14,12,2022,monthly,HOSP,25295960,186,38,17,0,16,suppressed,suppressed,suppressed,0.7,0.2,suppressed,0.0,suppressed,suppressed,suppressed,suppressed
US,M,0-14,all,2022,annual,HOSP,25295960,2573,422,180,11,270,55,NA,59,10.2,1.7,0.7,suppressed,1.1,0.2,NA,0.2
US,M,15-24,1,2022,monthly,HOSP,18233174,413,182,91,31,64,32,NA,49,2.3,1.0,0.5,0.2,0.4,0.2,NA,0.3
US,M,15-24,2,2022,monthly,HOSP,18233174,418,160,71,22,56,28,NA,52,2.3,0.9,0.4,0.1,0.3,0.2,NA,0.3
US,M,15-24,3,2022,monthly,HOSP,18233174,460,187,68,20,78,27,NA,55,2.5,1.0,0.4,0.1,0.4,0.1,NA,0.3
US,M,15-24,4,2022,monthly,HOSP,18233174,478,183,67,31,84,39,NA,43,2.6,1.0,0.4,0.2,0.5,0.2,NA,0.2
US,M,15-24,5,2022,monthly,HOSP,18233174,478,188,79,22,104,34,NA,41,2.6,1.0,0.4,0.1,0.6,0.2,NA,0.2
US,M,15-24,6,2022,monthly,HOSP,18233174,448,203,88,19,89,37,NA,48,2.5,1.1,0.5,suppressed,0.5,0.2,NA,0.3
US,M,15-24,7,2022,monthly,HOSP,18233174,447,182,71,22,102,47,NA,46,2.5,1.0,0.4,0.1,0.6,0.3,NA,0.3
US,M,15-24,8,2022,monthly,HOSP,18233174,457,187,90,17,87,44,NA,35,2.5,1.0,0.5,suppressed,0.5,0.2,NA,0.2
US,M,15-24,9,2022,monthly,HOSP,18233174,437,174,88,20,78,42,NA,47,2.4,1.0,0.5,0.1,0.4,0.2,NA,0.3
US,M,15-24,10,2022,monthly,HOSP,18233174,466,195,87,19,65,31,13,47,2.6,1.1,0.5,suppressed,0.4,0.2,suppressed,0.3
US,M,15-24,11,2022,monthly,HOSP,18233174,431,189,95,15,79,43,18,57,2.4,1.0,0.5,suppressed,0.4,0.2,suppressed,0.3
US,M,15-24,12,2022,monthly,HOSP,18233174,410,185,86,15,65,37,12,36,2.2,1.0,0.5,suppressed,0.4,0.2,suppressed,0.2
US,M,15-24,all,2022,annual,HOSP,18233174,5343,2215,981,253,951,441,NA,556,29.3,12.1,5.4,1.4,5.2,2.4,NA,3.0
US,M,25-34,1,2022,monthly,HOSP,19051566,794,376,119,122,225,108,NA,66,4.2,2.0,0.6,0.6,1.2,0.6,NA,0.3
US,M,25-34,2,2022,monthly,HOSP,19051566,912,444,159,120,271,133,NA,80,4.8,2.3,0.8,0.6,1.4,0.7,NA,0.4
US,M,25-34,3,2022,monthly,HOSP,19051566,1100,524,166,147,341,159,NA,93,5.8,2.8,0.9,0.8,1.8,0.8,NA,0.5
US,M,25-34,4,2022,monthly,HOSP,19051566,974,487,196,123,316,135,NA,79,5.1,2.6,1.0,0.6,1.7,0.7,NA,0.4
US,M,25-34,5,2022,monthly,HOSP,19051566,1000,496,161,145,311,146,NA,81,5.2,2.6,0.8,0.8,1.6,0.8,NA,0.4
US,M,25-34,6,2022,monthly,HOSP,19051566,991,466,163,129,323,143,NA,71,5.2,2.4,0.9,0.7,1.7,0.8,NA,0.4
US,M,25-34,7,2022,monthly,HOSP,19051566,1040,496,171,124,321,148,NA,97,5.5,2.6,0.9,0.7,1.7,0.8,NA,0.5
US,M,25-34,8,2022,monthly,HOSP,19051566,1035,545,200,127,346,170,NA,85,5.4,2.9,1.0,0.7,1.8,0.9,NA,0.4
US,M,25-34,9,2022,monthly,HOSP,19051566,1057,524,233,104,333,151,NA,81,5.5,2.8,1.2,0.5,1.7,0.8,NA,0.4
US,M,25-34,10,2022,monthly,HOSP,19051566,962,483,201,93,280,145,52,73,5.0,2.5,1.1,0.5,1.5,0.8,0.3,0.4
US,M,25-34,11,2022,monthly,HOSP,19051566,911,485,214,95,247,116,69,65,4.8,2.5,1.1,0.5,1.3,0.6,0.4,0.3
US,M,25-34,12,2022,monthly,HOSP,19051566,936,457,203,80,273,141,68,74,4.9,2.4,1.1,0.4,1.4,0.7,0.4,0.4
US,M,25-34,all,2022,annual,HOSP,19051566,11712,5783,2186,1409,3587,1695,NA,945,61.5,30.4,11.5,7.4,18.8,8.9,NA,5.0
US,M,35-54,1,2022,monthly,HOSP,34822254,1646,623,143,175,594,307,NA,119,4.7,1.8,0.4,0.5,1.7,0.9,NA,0.3
US,M,35-54,2,2022,monthly,HOSP,34822254,1781,757,211,204,626,344,NA,130,5.1,2.2,0.6,0.6,1.8,1.0,NA,0.4
US,M,35-54,3,2022,monthly,HOSP,34822254,2003,808,206,231,740,391,NA,148,5.8,2.3,0.6,0.7,2.1,1.1,NA,0.4
US,M,35-54,4,2022,monthly,HOSP,34822254,1937,800,212,216,751,390,NA,157,5.6,2.3,0.6,0.6,2.2,1.1,NA,0.5
US,M,35-54,5,2022,monthly,HOSP,34822254,2066,855,245,206,779,415,NA,157,5.9,2.5,0.7,0.6,2.2,1.2,NA,0.5
US,M,35-54,6,2022,monthly,HOSP,34822254,1961,779,236,174,726,405,NA,135,5.6,2.2,0.7,0.5,2.1,1.2,NA,0.4
US,M,35-54,7,2022,monthly,HOSP,34822254,2079,898,269,201,775,400,NA,155,6.0,2.6,0.8,0.6,2.2,1.1,NA,0.4
US,M,35-54,8,2022,monthly,HOSP,34822254,2139,925,304,194,798,418,NA,136,6.1,2.7,0.9,0.6,2.3,1.2,NA,0.4
US,M,35-54,9,2022,monthly,HOSP,34822254,2012,868,291,172,714,403,NA,139,5.8,2.5,0.8,0.5,2.1,1.2,NA,0.4
US,M,35-54,10,2022,monthly,HOSP,34822254,1933,862,274,183,648,355,153,133,5.6,2.5,0.8,0.5,1.9,1.0,0.4,0.4
US,M,35-54,11,2022,monthly,HOSP,34822254,1930,837,290,156,678,356,186,127,5.5,2.4,0.8,0.4,1.9,1.0,0.5,0.4
US,M,35-54,12,2022,monthly,HOSP,34822254,1826,790,289,143,625,327,166,118,5.2,2.3,0.8,0.4,1.8,0.9,0.5,0.3
US,M,35-54,all,2022,annual,HOSP,34822254,23313,9802,2970,2255,8454,4511,NA,1654,66.9,28.1,8.5,6.5,24.3,13.0,NA,4.7
US,M,55+,1,2022,monthly,HOSP,37854170,1946,696,96,106,427,274,NA,149,5.1,1.8,0.3,0.3,1.1,0.7,NA,0.4
US,M,55+,2,2022,monthly,HOSP,37854170,2118,778,95,138,452,300,NA,151,5.6,2.1,0.3,0.4,1.2,0.8,NA,0.4
US,M,55+,3,2022,monthly,HOSP,37854170,2528,890,99,163,660,435,NA,189,6.7,2.4,0.3,0.4,1.7,1.1,NA,0.5
US,M,55+,4,2022,monthly,HOSP,37854170,2364,839,103,165,617,424,NA,178,6.2,2.2,0.3,0.4,1.6,1.1,NA,0.5
US,M,55+,5,2022,monthly,HOSP,37854170,2500,911,121,184,629,429,NA,184,6.6,2.4,0.3,0.5,1.7,1.1,NA,0.5
US,M,55+,6,2022,monthly,HOSP,37854170,2427,893,133,172,565,383,NA,157,6.4,2.4,0.4,0.5,1.5,1.0,NA,0.4
US,M,55+,7,2022,monthly,HOSP,37854170,2387,915,134,159,573,392,NA,190,6.3,2.4,0.4,0.4,1.5,1.0,NA,0.5
US,M,55+,8,2022,monthly,HOSP,37854170,2435,903,120,130,601,402,NA,154,6.4,2.4,0.3,0.3,1.6,1.1,NA,0.4
US,M,55+,9,2022,monthly,HOSP,37854170,2413,836,113,139,595,407,NA,150,6.4,2.2,0.3,0.4,1.6,1.1,NA,0.4
US,M,55+,10,2022,monthly,HOSP,37854170,2398,878,126,158,615,425,108,164,6.3,2.3,0.3,0.4,1.6,1.1,0.3,0.4
US,M,55+,11,2022,monthly,HOSP,37854170,2305,898,154,140,586,414,100,147,6.1,2.4,0.4,0.4,1.5,1.1,0.3,0.4
US,M,55+,12,2022,monthly,HOSP,37854170,2206,826,149,125,560,363,112,151,5.8,2.2,0.4,0.3,1.5,1.0,0.3,0.4
US,M,55+,all,2022,annual,HOSP,37854170,28027,10263,1443,1779,6880,4648,NA,1964,74.0,27.1,3.8,4.7,18.2,12.3,NA,5.2
US,F,0-14,1,2023,monthly,HOSP,24018729,242,33,17,0,23,10,suppressed,suppressed,1.0,0.1,suppressed,0.0,0.1,suppressed,suppressed,suppressed
US,F,0-14,2,2023,monthly,HOSP,24018729,210,28,18,suppressed,16,suppressed,suppressed,suppressed,0.9,0.1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed
US,F,0-14,3,2023,monthly,HOSP,24018729,226,26,11,0,15,suppressed,suppressed,suppressed,0.9,0.1,suppressed,0.0,suppressed,suppressed,suppressed,suppressed
US,F,0-14,4,2023,monthly,HOSP,24018729,207,41,26,suppressed,suppressed,suppressed,suppressed,suppressed,0.9,0.2,0.1,suppressed,suppressed,suppressed,suppressed,suppressed
US,F,0-14,5,2023,monthly,HOSP,24018729,273,39,20,0,24,suppressed,suppressed,suppressed,1.1,0.2,0.1,0.0,0.1,suppressed,suppressed,suppressed
US,F,0-14,6,2023,monthly,HOSP,24018729,228,33,19,0,25,10,suppressed,suppressed,0.9,0.1,suppressed,0.0,0.1,suppressed,suppressed,suppressed
US,F,0-14,7,2023,monthly,HOSP,24018729,236,35,23,0,23,suppressed,suppressed,suppressed,1.0,0.1,0.1,0.0,0.1,suppressed,suppressed,suppressed
US,F,0-14,8,2023,monthly,HOSP,24018729,262,33,16,0,32,10,suppressed,suppressed,1.1,0.1,suppressed,0.0,0.1,suppressed,suppressed,suppressed
US,F,0-14,9,2023,monthly,HOSP,24018729,225,34,16,0,21,suppressed,suppressed,suppressed,0.9,0.1,suppressed,0.0,0.1,suppressed,suppressed,suppressed
US,F,0-14,10,2023,monthly,HOSP,24018729,218,32,14,0,13,suppressed,suppressed,suppressed,0.9,0.1,suppressed,0.0,suppressed,suppressed,suppressed,suppressed
US,F,0-14,11,2023,monthly,HOSP,24018729,208,25,12,0,11,suppressed,suppressed,suppressed,0.9,0.1,suppressed,0.0,suppressed,suppressed,suppressed,suppressed
US,F,0-14,12,2023,monthly,HOSP,24018729,223,20,suppressed,0,suppressed,suppressed,suppressed,suppressed,0.9,0.1,suppressed,0.0,suppressed,suppressed,suppressed,suppressed
US,F,0-14,all,2023,annual,HOSP,24018729,2758,379,200,suppressed,219,63,53,52,11.5,1.6,0.8,suppressed,0.9,0.3,0.2,0.2
US,F,15-24,1,2023,monthly,HOSP,17694702,316,94,41,13,41,23,suppressed,22,1.8,0.5,0.2,suppressed,0.2,0.1,suppressed,0.1
US,F,15-24,2,2023,monthly,HOSP,17694702,352,98,40,10,45,21,11,28,2.0,0.6,0.2,suppressed,0.3,0.1,suppressed,0.2
US,F,15-24,3,2023,monthly,HOSP,17694702,360,94,46,suppressed,39,19,suppressed,28,2.0,0.5,0.3,suppressed,0.2,suppressed,suppressed,0.2
US,F,15-24,4,2023,monthly,HOSP,17694702,371,108,57,suppressed,36,17,13,29,2.1,0.6,0.3,suppressed,0.2,suppressed,suppressed,0.2
US,F,15-24,5,2023,monthly,HOSP,17694702,367,103,60,suppressed,54,29,13,21,2.1,0.6,0.3,suppressed,0.3,0.2,suppressed,0.1
US,F,15-24,6,2023,monthly,HOSP,17694702,357,107,67,11,53,14,20,33,2.0,0.6,0.4,suppressed,0.3,suppressed,0.1,0.2
US,F,15-24,7,2023,monthly,HOSP,17694702,337,109,59,suppressed,50,24,11,23,1.9,0.6,0.3,suppressed,0.3,0.1,suppressed,0.1
